6.52118;52.95711
6.52114;52.95706
6.52110;52.95701
6.52105;52.95693
6.52104;52.95688
6.52102;52.95683
6.52088;52.95527
6.52086;52.95519
6.52083;52.95512
6.52081;52.95509
6.52080;52.95506
6.52075;52.95502
6.52073;52.95499
6.52069;52.95496
6.52061;52.95491
6.52052;52.95485
6.52043;52.95481
6.52035;52.95478
6.52030;52.95476
6.52023;52.95475
6.52015;52.95474
6.52009;52.95473
6.52004;52.95473
6.51998;52.95472
6.51992;52.95472
6.51984;52.95472
6.51977;52.95472
6.51965;52.95473
6.51876;52.95477
6.51849;52.95478
6.51843;52.95478
6.51836;52.95478
6.51824;52.95477
6.51706;52.95469
6.51687;52.95468
6.51457;52.95469
6.51448;52.95469
6.51441;52.95468
6.51437;52.95468
6.51433;52.95468
6.51427;52.95467
6.51421;52.95466
6.51415;52.95464
6.51410;52.95462
6.51407;52.95461
6.51404;52.95460
6.51400;52.95458
6.51397;52.95456
6.51393;52.95454
6.51388;52.95451
6.51384;52.95447
6.51382;52.95444
6.51380;52.95442
6.51378;52.95438
6.51373;52.95425
6.51334;52.95309
6.51333;52.95305
6.51331;52.95302
6.51328;52.95300
6.51326;52.95298
6.51324;52.95295
6.51321;52.95293
6.51318;52.95291
6.51316;52.95290
6.51313;52.95289
6.51310;52.95287
6.51306;52.95286
6.51300;52.95284
6.51294;52.95282
6.51289;52.95280
6.51284;52.95279
6.51278;52.95279
6.51273;52.95278
6.51267;52.95278
6.51261;52.95278
6.51254;52.95279
6.51249;52.95279
6.51243;52.95280
6.51240;52.95280
6.51237;52.95281
6.51234;52.95282
6.51230;52.95283
6.51169;52.95306
6.51164;52.95308
6.51160;52.95310
6.51156;52.95312
6.51153;52.95314
6.51150;52.95316
6.51148;52.95318
6.51142;52.95322
6.51138;52.95325
6.51134;52.95328
6.51129;52.95333
6.51124;52.95338
6.51119;52.95344
6.51116;52.95351
6.51114;52.95356
6.51112;52.95360
6.51111;52.95366
6.51110;52.95372
6.51109;52.95377
6.51109;52.95383
6.51109;52.95388
6.51111;52.95393
6.51112;52.95398
6.51115;52.95403
6.51117;52.95409
6.51121;52.95413
6.51124;52.95418
6.51129;52.95423
6.51134;52.95428
6.51282;52.95568
6.51290;52.95576
6.51296;52.95581
6.51301;52.95585
6.51304;52.95588
6.51306;52.95589
6.51312;52.95592
6.51318;52.95595
6.51324;52.95598
6.51334;52.95600
6.51343;52.95603
6.51353;52.95605
6.51674;52.95696
6.51707;52.95705
6.51713;52.95706
6.51722;52.95708
6.51740;52.95710
6.51848;52.95718
6.51871;52.95722
6.51888;52.95724
6.51910;52.95730
6.51939;52.95740
6.51959;52.95747
6.51968;52.95750
6.51978;52.95754
6.51987;52.95756
6.51998;52.95760
6.52025;52.95769
6.52035;52.95772
6.52041;52.95776
6.52049;52.95779
6.52057;52.95784
6.52064;52.95788
6.52072;52.95793
6.52081;52.95800
6.52087;52.95804
6.52092;52.95809
6.52098;52.95815
6.52103;52.95821
6.52107;52.95826
6.52110;52.95830
6.52113;52.95835
6.52115;52.95840
6.52118;52.95845
6.52119;52.95850
6.52121;52.95854
6.52122;52.95860
6.52123;52.95867
6.52138;52.96077
6.52139;52.96079
6.52140;52.96081
6.52142;52.96084
6.52145;52.96086
6.52148;52.96088
6.52152;52.96090
6.52157;52.96091
6.52164;52.96092
6.52181;52.96093
6.52190;52.96094
6.52193;52.96094
6.52198;52.96095
6.52202;52.96096
6.52205;52.96097
6.52210;52.96099
6.52213;52.96101
6.52216;52.96103
6.52220;52.96106
6.52224;52.96110
6.52237;52.96124
6.52253;52.96143
6.52265;52.96154
6.52276;52.96162
6.52285;52.96168
6.52298;52.96175
6.52591;52.96319
