t1, latitude, longitude, t2, LV_voltage, t3, BMS_volt_min, BMS_volt_max, BMS_volt_avg, BMS_volt_tot, t4, BMS_current, BMS_charge, t5, Accel_x, Accel_y, Accel_z, t6, BMS_temp_min, BMS_temp_max, BMS_temp_avg, t7, MC_motor_temp, t8, MC_power_stage_temp, t9, MC_air_temp, t10, MC_actual_speed, MC_actual_current, MC_output_voltage, MC_motor_power, MC_cmd_current, MC_DC_bus_voltage        
NaN,NaN,NaN,893.704,11.604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,893.729,-0.121,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,893.839,-0.121,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,894.092,-0.121,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,894.462,-0.119,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,894.468,34.000,50.000,45.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,894.745,-0.118,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,894.836,-0.117,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,895.084,-0.116,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,895.406,-0.116,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,895.705,11.534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,895.709,-0.115,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,895.852,-0.115,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,896.072,-0.900,4.500,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,896.076,-0.114,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,896.460,-0.114,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,896.583,-0.113,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,896.617,-0.900,4.500,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,896.676,3.670,3.710,3.690,620.920,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,896.684,34.000,50.000,45.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,896.814,-0.112,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,897.351,12729.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,897.356,14054.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,897.572,-0.110,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,897.603,-0.900,4.500,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,897.737,11.531,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,897.812,-0.110,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,897.866,-0.900,4.500,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,898.063,-0.108,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,898.376,-0.109,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,898.617,-0.900,4.500,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,898.812,-0.107,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,898.850,-0.900,4.500,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,898.876,3.670,3.710,3.690,620.960,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,898.886,35.000,50.000,45.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,899.074,-0.108,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,899.105,-0.900,4.500,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,899.709,11.590,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,899.738,-0.900,4.500,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,899.743,-0.105,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,899.817,-0.105,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,900.090,-0.104,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,900.588,-0.102,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,900.640,-0.900,4.500,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,900.812,-0.102,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,901.084,3.670,3.710,3.690,621.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,901.088,35.000,50.000,45.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,901.314,-0.101,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,901.705,11.592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,901.713,-0.900,4.500,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,901.815,-0.100,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,902.062,-0.099,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,902.571,-0.091,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,902.600,0.000,4.500,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,902.840,-0.079,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,903.072,-0.066,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,903.103,0.000,4.500,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,903.266,3.670,3.710,3.690,621.030,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,903.274,35.000,50.000,45.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,903.566,-0.046,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,903.654,-0.038,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,903.717,11.529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,903.850,-0.035,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,904.062,-0.030,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,904.350,-0.025,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,904.364,3.670,3.710,3.690,621.070,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,904.374,35.000,50.000,45.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,904.829,0.000,4.500,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,904.834,-0.016,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,905.100,-0.012,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,905.419,-0.008,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,905.438,3.670,3.710,3.690,621.070,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,905.591,-0.005,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,905.645,-2.800,4.500,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,905.706,11.472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,905.842,-0.001,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,906.072,-4.200,4.500,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,906.076,0.000,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,906.376,-0.001,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,906.836,-0.000,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,907.102,-0.000,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,907.660,3.670,3.710,3.690,621.140,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,907.670,35.000,50.000,45.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,907.737,11.517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,907.840,0.000,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,908.064,0.000,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,908.374,-0.000,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,908.582,-0.000,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,908.626,-4.800,4.500,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,908.762,3.670,3.720,3.690,621.170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,908.768,35.000,50.000,45.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,908.863,-0.000,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,909.090,0.000,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,909.313,0.000,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,909.647,0.000,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,909.718,11.534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,127.000,NaN,127.000,NaN,NaN,NaN,127.000,127.000,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,909.846,0.000,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,910.096,-0.000,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,910.312,0.000,NaN,127.000,NaN,127.000,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.000,127.000,127.000,NaN,127.000,NaN,0.000,NaN,127.000,910.606,-0.000,NaN,127.000,NaN,127.000,NaN
